Solver	Executable.team	Problem	Instance	Exit-code	Exec-Status	Checker-out	Time(user+sys)	Memory-Usage	Time-Limit	Memory-Limit	Real	TrackFormula	Track	RESULT	SCORE	RESULT_IN_MARATHON	SCORE-MARATHON
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	IncrementalScheduling	0324-incremental_scheduling-50520-0.asp	1	out of time	ECODE_INVALID_1	1200.55	2143.7	1200	12288	1205.434	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	IncrementalScheduling	0006-incremental_scheduling-12000-0.asp	10	complete	OK	272.46	1913.5	1200	12288	275.802	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	IncrementalScheduling	0214-incremental_scheduling-28185-0.asp	1	out of time	ECODE_INVALID_1	1200.81	1135	1200	12288	1202.774	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	IncrementalScheduling	0209-incremental_scheduling-28005-0.asp	1	out of time	ECODE_INVALID_1	1200.51	1194.3	1200	12288	1203.052	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	IncrementalScheduling	0230-incremental_scheduling-27735-0.asp	20	complete	NOT_CHECKED	237.92	1121.1	1200	12288	240.296	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	Labyrinth	0010-labyrinth-13-0.asp	10	complete	OK	22.22	48	1200	12288	22.99	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	Labyrinth	0166-labyrinth-14-0.asp	10	complete	OK	626.29	111.6	1200	12288	627.914	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	Labyrinth	0204-labyrinth-20-0.asp	10	complete	OK	1185.01	269.7	1200	12288	1187.165	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	Labyrinth	0044-labyrinth-23-0.asp	1	out of time	ECODE_INVALID_1	1201.01	484.6	1200	12288	1202.333	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	Labyrinth	0073-labyrinth-15-0.asp	10	complete	OK	19.93	64.7	1200	12288	20.777	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	Labyrinth	0207-labyrinth-20-0.asp	1	out of time	ECODE_INVALID_1	1200.99	335.9	1200	12288	1202.147	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	Labyrinth	0048-labyrinth-15-0.asp	10	complete	OK	4.8	65.3	1200	12288	5.348	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	Labyrinth	0210-labyrinth-20-0.asp	1	out of time	ECODE_INVALID_1	1200.13	376.8	1200	12288	1201.381	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	Labyrinth	0231-labyrinth-22-0.asp	1	out of time	ECODE_INVALID_1	1200.94	439.7	1200	12288	1202.22	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	Labyrinth	0063-labyrinth-16-0.asp	10	complete	OK	7.01	77.2	1200	12288	7.683	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	Labyrinth	0224-labyrinth-21-0.asp	10	complete	OK	225.4	245.5	1200	12288	226.938	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	Labyrinth	0240-labyrinth-22-0.asp	1	out of time	ECODE_INVALID_1	1200.51	290.8	1200	12288	1201.728	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	Labyrinth	0102-labyrinth-20-0.asp	10	complete	OK	221.83	156.7	1200	12288	223.248	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	Labyrinth	0230-labyrinth-22-0.asp	1	out of time	ECODE_INVALID_1	1200.1	255.3	1200	12288	1201.33	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	Labyrinth	0014-labyrinth-23-0.asp	10	complete	OK	20.9	230.9	1200	12288	21.696	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	Labyrinth	0237-labyrinth-22-0.asp	1	out of time	ECODE_INVALID_1	1200.58	310.9	1200	12288	1201.79	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	Labyrinth	0092-labyrinth-17-0.asp	10	complete	OK	5.64	95.2	1200	12288	6.075	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	Labyrinth	0203-labyrinth-20-0.asp	1	out of time	ECODE_INVALID_1	1200.86	328	1200	12288	1202.022	T1	T1	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	Labyrinth	0124-labyrinth-15-0.asp	10	complete	OK	6.07	67.1	1200	12288	6.574	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	Labyrinth	0243-labyrinth-23-0.asp	10	complete	OK	893.07	356.6	1200	12288	895.1	T1	T1	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MaximalCliqueProblem	28-Maximal_Clique-1300-0.asp	11	out of time	OK 1042@0	1200.39	211.4	1200	12288	1202.024	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MaximalCliqueProblem	39-Maximal_Clique-1600-0.asp	11	out of time	OK 1290@0	1200.12	296.5	1200	12288	1201.998	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MaximalCliqueProblem	63-Maximal_Clique-2200-0.asp	11	out of time	OK 1761@0	1200.18	555.7	1200	12288	1202.008	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MaximalCliqueProblem	51-Maximal_Clique-1900-0.asp	11	out of time	OK 1520@0	1200.97	436.8	1200	12288	1202.804	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MaximalCliqueProblem	5-Maximal_Clique-800-0.asp	30	complete	OK 644@0	424.72	73.5	1200	12288	426.585	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MaximalCliqueProblem	65-Maximal_Clique-2300-0.asp	11	out of time	OK 1845@0	1200.42	607.9	1200	12288	1201.865	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MaximalCliqueProblem	101-Maximal_Clique-3200-0.asp	11	out of time	OK 2562@0	1201.01	1167.9	1200	12288	1203.74	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MaximalCliqueProblem	12-Maximal_Clique-900-0.asp	30	complete	OK 720@0	410.51	93.2	1200	12288	412.108	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MaximalCliqueProblem	78-Maximal_Clique-2600-0.asp	11	out of time	OK 2083@0	1201	834.3	1200	12288	1202.912	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MaximalCliqueProblem	112-Maximal_Clique-3400-0.asp	11	out of time	OK 2745@0	1200.42	1313.8	1200	12288	1202.566	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MaximalCliqueProblem	14-Maximal_Clique-1000-0.asp	30	complete	OK 805@0	731.16	120.9	1200	12288	733.252	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MaximalCliqueProblem	96-Maximal_Clique-3000-0.asp	11	out of time	OK 2415@0	1200.43	1045.9	1200	12288	1202.822	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	MaximalCliqueProblem	16-Maximal_Clique-1000-0.asp	30	complete	OK 809@0	803.42	122.2	1200	12288	805.434	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	MaximalCliqueProblem	35-Maximal_Clique-1500-0.asp	11	out of time	OK 1227@0	1201.02	262.1	1200	12288	1203.098	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	MaximalCliqueProblem	17-Maximal_Clique-1100-0.asp	30	complete	OK 885@0	929.36	139.9	1200	12288	931.405	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	MaximalCliqueProblem	45-Maximal_Clique-1800-0.asp	11	out of time	OK 1449@0	1200.2	396.7	1200	12288	1201.904	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	MaximalCliqueProblem	22-Maximal_Clique-1200-0.asp	30	complete	OK 960@0	459.79	174.5	1200	12288	461.515	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	MaximalCliqueProblem	56-Maximal_Clique-2000-0.asp	11	out of time	OK 1610@0	1200.2	467.6	1200	12288	1201.803	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	MaximalCliqueProblem	26-Maximal_Clique-1300-0.asp	30	complete	OK 1040@0	789.96	206.1	1200	12288	792.02	T3	T3	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	MaximalCliqueProblem	62-Maximal_Clique-2200-0.asp	11	out of time	OK 1761@0	1200.42	558.2	1200	12288	1202.463	T3	T3	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MinimalDiagnosis	0045-minimal_diagnosis-199-0.asp	20	complete	NOT_CHECKED	10.82	254	1200	12288	11.711	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MinimalDiagnosis	0213-minimal_diagnosis-299-0.asp	30	complete	OK	27.67	460.2	1200	12288	29.162	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	MinimalDiagnosis	0236-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	17.05	342.3	1200	12288	18.063	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MinimalDiagnosis	0054-minimal_diagnosis-199-0.asp	30	complete	OK	5.26	114.1	1200	12288	5.607	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MinimalDiagnosis	0080-minimal_diagnosis-199-0.asp	20	complete	NOT_CHECKED	6.72	166.4	1200	12288	7.682	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	MinimalDiagnosis	0196-minimal_diagnosis-274-0.asp	10	complete	OK	16.33	306.5	1200	12288	17.337	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MinimalDiagnosis	0185-minimal_diagnosis-274-0.asp	10	complete	OK	17.13	240.3	1200	12288	17.906	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MinimalDiagnosis	0205-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	23.9	477.3	1200	12288	25.704	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	MinimalDiagnosis	0207-minimal_diagnosis-299-0.asp	30	complete	OK	21.5	444.3	1200	12288	22.659	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MinimalDiagnosis	0189-minimal_diagnosis-274-0.asp	10	complete	OK	12.28	270.6	1200	12288	13.346	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MinimalDiagnosis	0210-minimal_diagnosis-299-0.asp	10	complete	OK	32.8	518.9	1200	12288	34.356	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	MinimalDiagnosis	0211-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	24.3	454.1	1200	12288	25.959	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	MinimalDiagnosis	0212-minimal_diagnosis-299-0.asp	20	complete	NOT_CHECKED	29.76	557.3	1200	12288	31.436	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	MinimalDiagnosis	0225-minimal_diagnosis-299-0.asp	10	complete	OK	4.51	123	1200	12288	5.026	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	MinimalDiagnosis	0228-minimal_diagnosis-299-0.asp	30	complete	OK	4.71	109.6	1200	12288	5.351	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	MinimalDiagnosis	0240-minimal_diagnosis-299-0.asp	10	complete	OK	22.68	413.2	1200	12288	23.796	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	MinimalDiagnosis	0232-minimal_diagnosis-299-0.asp	10	complete	OK	9.62	223.8	1200	12288	10.617	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	MinimalDiagnosis	0244-minimal_diagnosis-299-0.asp	30	complete	OK	9.26	204.5	1200	12288	10.104	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	MinimalDiagnosis	0029-minimal_diagnosis-174-0.asp	10	complete	OK	7.01	136.9	1200	12288	7.773	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	MinimalDiagnosis	0234-minimal_diagnosis-299-0.asp	10	complete	OK	10.36	242.1	1200	12288	11.161	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	PartnerUnits	119-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.74	150.9	1200	12288	1201.903	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	PartnerUnits	95-partner_units-100-0.asp	10	complete	OK	792.75	149.4	1200	12288	794.641	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	PartnerUnits	121-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.68	156.2	1200	12288	1201.881	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	PartnerUnits	151-partner_units-100-0.asp	10	complete	OK	494.78	142.2	1200	12288	496.435	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	PartnerUnits	55-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.3	158.8	1200	12288	1201.521	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	PartnerUnits	96-partner_units-100-0.asp	10	complete	OK	86.1	142.2	1200	12288	87.529	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	PartnerUnits	56-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.92	146.2	1200	12288	1202.097	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	PartnerUnits	99-partner_units-100-0.asp	10	complete	OK	83.36	142.2	1200	12288	84.682	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	PartnerUnits	135-partner_units-100-0.asp	1	out of time	ECODE_INVALID_1	1200.88	159.4	1200	12288	1202.131	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	PartnerUnits	26-partner_units_polynomial-60-0.asp	10	complete	OK	7.46	40.8	1200	12288	8.207	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	PartnerUnits	62-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.71	152.3	1200	12288	1201.788	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	PartnerUnits	160-partner_units-100-0.asp	10	complete	OK	214.24	142.1	1200	12288	215.733	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	PartnerUnits	174-partner_units_polynomial-45-0.asp	10	complete	OK	3.53	23.7	1200	12288	3.993	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	PartnerUnits	63-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.42	142.2	1200	12288	1201.633	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	PartnerUnits	195-partner_units_polynomial-60-0.asp	10	complete	OK	3.09	40.5	1200	12288	3.56	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	PartnerUnits	41-partner_units_polynomial-79-0.asp	1	out of time	ECODE_INVALID_1	1200.93	103	1200	12288	1202.044	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	PartnerUnits	64-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1201	150.4	1200	12288	1202.18	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	PartnerUnits	108-partner_units-100-0.asp	10	complete	OK	1182.72	157.3	1200	12288	1184.868	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	PartnerUnits	35-partner_units_polynomial-40-0.asp	20	complete	NOT_CHECKED	8.8	19.7	1200	12288	9.447	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	PartnerUnits	68-partner_units_polynomial-100-0.asp	1	out of time	ECODE_INVALID_1	1200.23	163.7	1200	12288	1201.329	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	QualitativeSpatialReasoning	0041-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	54.39	615.8	1200	12288	56.526	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	QualitativeSpatialReasoning	0125-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.45	1420.4	1200	12288	1202.448	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	QualitativeSpatialReasoning	0043-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	53.06	582.4	1200	12288	54.76	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	QualitativeSpatialReasoning	0134-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.11	1419.5	1200	12288	1202.131	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	QualitativeSpatialReasoning	0044-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	70.69	637.6	1200	12288	74.283	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	QualitativeSpatialReasoning	0155-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.93	1428.6	1200	12288	1202.493	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	QualitativeSpatialReasoning	0057-ia_dsj-0-0.asp	20	complete	NOT_CHECKED	56.27	616.3	1200	12288	58.291	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	QualitativeSpatialReasoning	0136-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.08	1416.2	1200	12288	1201.903	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	QualitativeSpatialReasoning	0006-ia_dsj-0-0.asp	10	complete	OK	16.63	220.4	1200	12288	17.416	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	QualitativeSpatialReasoning	0100-ia_dsj-0-0.asp	10	complete	OK	304.6	1785.6	1200	12288	307.499	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	QualitativeSpatialReasoning	0152-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1201.02	1412.3	1200	12288	1202.641	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	QualitativeSpatialReasoning	0104-ia_dsj-0-0.asp	10	complete	OK	388.8	1817.1	1200	12288	390.907	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	QualitativeSpatialReasoning	0150-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.61	1416	1200	12288	1202.436	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	QualitativeSpatialReasoning	0154-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.35	1432.8	1200	12288	1202.73	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	QualitativeSpatialReasoning	0103-ia_dsj-0-0.asp	10	complete	OK	398.87	1733.4	1200	12288	401.477	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	QualitativeSpatialReasoning	0107-ia_dsj-0-0.asp	10	complete	OK	343.64	1826.8	1200	12288	346.173	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	QualitativeSpatialReasoning	0121-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.03	1413.1	1200	12288	1201.878	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	QualitativeSpatialReasoning	0111-ia_dsj-0-0.asp	10	complete	OK	275.43	1844	1200	12288	278.711	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	QualitativeSpatialReasoning	0118-ia_dsj-0-0.asp	10	complete	OK	287.85	1858.8	1200	12288	291.045	T2	T2	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	QualitativeSpatialReasoning	0132-ia_dsj-0-0.asp	1	out of time	ECODE_INVALID_1	1200.16	1416	1200	12288	1201.763	T2	T2	out of time	0	out of time	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	Reachability	0028-reachability-0-0.asp	128	complete	ECODE_INVALID_128	177.84	1382.4	1200	12288	179.204	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	Reachability	0049-reachability-0-0.asp	128	complete	ECODE_INVALID_128	279.7	1619.9	1200	12288	282.343	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	Reachability	0029-reachability-0-0.asp	128	complete	ECODE_INVALID_128	212.16	1382.4	1200	12288	214.323	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	Reachability	0052-reachability-0-0.asp	128	complete	ECODE_INVALID_128	305.02	1635.4	1200	12288	308.78	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	Reachability	0031-reachability-0-0.asp	128	complete	ECODE_INVALID_128	192.08	1382.3	1200	12288	193.456	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.2.aspcomp	Reachability	0055-reachability-0-0.asp	128	complete	ECODE_INVALID_128	289.58	1651.8	1200	12288	291.756	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	Reachability	0032-reachability-0-0.asp	128	complete	ECODE_INVALID_128	197.3	1382.4	1200	12288	198.707	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.3.aspcomp	Reachability	0056-reachability-0-0.asp	128	complete	ECODE_INVALID_128	259.2	1972.7	1200	12288	265.783	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	Reachability	0021-reachability-0-0.asp	128	complete	ECODE_INVALID_128	181.1	1382.3	1200	12288	182.915	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	Reachability	0034-reachability-0-0.asp	128	complete	ECODE_INVALID_128	193.95	1382.3	1200	12288	195.824	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.4.aspcomp	Reachability	0057-reachability-0-0.asp	128	complete	ECODE_INVALID_128	285.49	1981.2	1200	12288	287.928	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	Reachability	0024-reachability-0-0.asp	128	complete	ECODE_INVALID_128	186.62	1382.5	1200	12288	188.599	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	Reachability	0035-reachability-0-0.asp	128	complete	ECODE_INVALID_128	188.45	1382.3	1200	12288	190.371	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.5.aspcomp	Reachability	0058-reachability-0-0.asp	128	complete	ECODE_INVALID_128	287.37	1989.8	1200	12288	291.995	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	Reachability	0026-reachability-0-0.asp	128	complete	ECODE_INVALID_128	195.79	1382.3	1200	12288	197.629	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	Reachability	0036-reachability-0-0.asp	128	complete	ECODE_INVALID_128	211.22	1382.4	1200	12288	212.678	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.6.aspcomp	Reachability	0059-reachability-0-0.asp	128	complete	ECODE_INVALID_128	302.2	1998.4	1200	12288	305.158	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	Reachability	0027-reachability-0-0.asp	128	complete	ECODE_INVALID_128	194.67	1382.2	1200	12288	196.517	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	Reachability	0037-reachability-0-0.asp	128	complete	ECODE_INVALID_128	207.04	1382.4	1200	12288	208.693	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.7.aspcomp	Reachability	0060-reachability-0-0.asp	128	complete	ECODE_INVALID_128	281.28	2006.8	1200	12288	287.319	T2	T2	give up ec 1	0	give up ec 1	0
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	SemistableModels	114-semistable-0-0.asp	30	complete	OK	74.26	2999	1200	12288	77.565	T4	T4	solved	5	solved	5
lp2normal+clasp	lp2normal+clasp.competition.0.aspcomp	SemistableModels	123-semistable-0-0.asp	128	out of memory	ECODE_INVALID_128	215.56	12480.9	1200	12288	237.075	T4	T4	out of memory	0	out of memory	0
lp2normal+clasp	lp2normal+clasp.competition.1.aspcomp	SemistableModels	031-semistable-149-0.asp	30	complete	OK	97.05	3534.7	1200	12288	100.559	T4	T4	solved	5	solved	5
